img_path,gt_label,pred_label_base,raw_output_head
/home/betty/datasets/locount_class_samples/locount_class_samples/Pasta/000005_Pasta_count_9.jpg,Pasta,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_1.jpg,Pen,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_10.jpg,Pen,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_2.jpg,Pen,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_3.jpg,Pen,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_5.jpg,Pen,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_6.jpg,Pen,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_7.jpg,Pen,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_8.jpg,Pen,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000216_Pencil case_count_1.jpg,Pencil case,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000216_Pencil case_count_2.jpg,Pencil case,Adult socks,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000216_Pencil case_count_3.jpg,Pencil case,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000216_Pencil case_count_4.jpg,Pencil case,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000363_Pencil case_count_5.jpg,Pencil case,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000363_Pencil case_count_6.jpg,Pencil case,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000363_Pencil case_count_7.jpg,Pencil case,Baby diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000363_Pencil case_count_8.jpg,Pencil case,Adult shoes,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000363_Pencil case_count_9.jpg,Pencil case,Baby diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pencil case/000580_Pencil case_count_10.jpg,Pencil case,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pie/000098_Pie_count_1.jpg,Pie,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pie/000098_Pie_count_10.jpg,Pie,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pie/000098_Pie_count_2.jpg,Pie,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pie/000098_Pie_count_3.jpg,Pie,Adult shoes,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pie/000098_Pie_count_4.jpg,Pie,Biscuits,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Pie/000098_Pie_count_5.jpg,Pie,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
